Director,Movie IDs
Lee Tamahori,"[527, 10990, 9433, 2043, 36669, 11679, 1738, 62630, 371647]"
Anne Goursaud,"[18220, 18392, 18167]"
Wolfgang Petersen,"[6950, 9386, 387, 9772, 34584, 2133, 2071, 652, 11864, 503]"
Luc Besson,"[101, 175, 9322, 18, 10047, 10656, 19184, 11227, 9992, 35552, 26505, 77878, 112205, 240832, 42949, 339964]"
Mira Nair,"[63020, 28005, 480, 45129, 45069, 41791, 1926, 11632, 16727, 12572, 8915, 121677, 45514, 113737, 317557]"
Joshua Brand,[2307]
Mario Van Peebles,"[41478, 10952, 28219, 9650, 36233, 94356, 142012, 63139, 74457, 400174, 340945]"
Robert Redford,"[11450, 547, 16619, 293, 4958, 13482, 4515, 60309, 87496]"
Kayo Hatta,[30304]
Patrice Chéreau,"[10452, 31353, 11845, 78208, 32687]"
Sam Raimi,"[12106, 766, 765, 10223, 10390, 2046, 764, 557, 21627, 9556, 558, 559, 16871, 68728, 2186]"
Peter Yates,"[161495, 221917, 20283, 849, 12623, 75889, 29185, 43532, 31679, 46059, 35068, 916, 26176, 42122, 31901, 20416, 25680, 44941, 207937, 48689, 73208]"
Robert Altman,"[3586, 695, 22479, 12488, 11335, 10403, 3121, 1847, 9465, 29005, 5652, 10763, 42233, 5279, 651, 67772, 29449, 52036, 83726, 41662, 71125, 50034, 26525, 32044, 31656, 45695, 45169, 55309, 9526, 66487, 27464, 25832, 27441, 104449, 91781, 66488, 132961, 324013]"
Krzysztof Kieślowski,"[110, 108, 109, 1600, 127, 10754, 42164, 124, 31056, 49097, 49112, 179847, 49098]"
He Ping,"[159185, 14797]"
Fred Gerber,[36357]
George Mihalka,"[92769, 39874, 98094, 37237]"
Harold Ramis,"[28033, 9304, 137, 9535, 11153, 11977, 1636, 9932, 26555, 9005, 17610]"
Richard Rich,"[22586, 10948, 10957, 47288, 54491, 227425, 258096, 54113, 28302, 141102]"
John Sayles,"[14334, 26748, 41768, 62676, 24276, 26889, 13554, 42750, 57022, 38244, 78177, 44641, 18711, 1772, 14414, 72913, 172542]"
Luis Llosa,"[2636, 9360, 9545, 71072, 65793]"
Roland Emmerich,"[2164, 602, 929, 9349, 2024, 7011, 10880, 435, 2927, 7840, 14161, 61891, 117251, 71697, 47933, 47934, 273899]"
John Pasquin,"[11395, 9446, 12312, 10040]"
Frank Darabont,"[278, 497, 11086, 37865, 5876]"
Danny Boyle,"[9905, 627, 8067, 1907, 170, 57558, 13373, 1272, 12405, 44115, 68727, 203912, 321697, 180863]"
Scott McGehee,"[87078, 24936, 24618, 28520, 127373]"
David Siegel,"[87078, 24936, 28520, 127373]"
Tomás Gutiérrez Alea,"[12527, 43775, 43778, 47576, 162505, 106176]"
Juan Carlos Tabío,"[12527, 43775, 94904, 43776]"
George Huang,"[20306, 14330, 38510]"
Kevin Dowling,[36614]
Geoff Burton,[36614]
Kelly Makin,"[27993, 18414, 10154]"
Rachel Talalay,"[9067, 11284, 41651, 298830, 117700]"
Ernest R. Dickerson,"[9059, 17585, 10723, 11380, 20304, 16136, 238972, 16365, 95997, 194736, 86709]"
David Carson,"[193, 110147, 23520, 7342, 54699, 38017]"
Rusty Cundieff,"[25066, 20239, 60082, 87818]"
Brian Gilbert,"[46797, 11365, 26603, 9585, 10943]"
John Carpenter,"[12122, 2654, 10061, 790, 1103, 948, 1091, 9945, 8769, 9663, 17814, 6978, 8337, 10016, 2687, 1410, 8852, 31578, 31428, 45657, 40047, 327389]"
Peter Segal,"[11381, 36593, 17795, 12107, 9506, 1824, 9291, 11665, 64807]"
Louis Malle,"[32636, 41225, 23954, 2593, 25468, 11012, 1786, 2546, 26973, 1093, 11799, 55368, 42501, 114033, 27361, 2574, 1785, 60234, 79179, 55370, 177335, 87235, 112633]"
Steven Soderbergh,"[36141, 34024, 1412, 16375, 1389, 10388, 462, 1900, 32686, 161, 15186, 2103, 2297, 163, 14788, 182, 298, 14788, 8881, 8880, 17680, 11323, 50779, 39538, 70435, 42409, 77930, 109421, 119675, 39850]"
Preston A. Whitmore II,"[95963, 14351, 15250]"
Jon Turteltaub,"[2064, 9294, 864, 12117, 4244, 16314, 2059, 6637, 27022, 137093, 12447]"
Mina Shum,[60855]
P.J. Hogan,"[236, 8874, 37922, 10601, 20048, 126797]"
Melanie Mayron,"[48287, 23967, 82549, 51481, 196257]"
Tom Shadyac,"[3049, 9327, 1624, 10312, 10052, 310, 2698, 82932]"
Stephan Elliott,"[2759, 6970, 18681, 16899, 85435, 211166]"
Phillip Noyce,"[9331, 867, 10003, 9481, 10493, 9869, 19124, 9555, 8198, 1123, 27576, 176339, 227156, 88285, 13770, 400174]"
Jessie Nelson,"[10464, 10950, 333348]"
Alex Proyas,"[9495, 2666, 25921, 2048, 13811, 205584]"
Ron Shelton,"[29973, 10478, 20761, 10158, 287, 22711, 4911, 11375]"
Brian Levant,"[888, 9279, 28597, 889, 11888, 11806, 11637, 23172, 22620, 47533, 125504]"
Robert Zemeckis,"[13, 105, 686, 165, 196, 9326, 856, 9374, 2655, 8358, 14475, 55457, 5255, 2310, 17979, 87502, 285783, 144686, 369885]"
John Singleton,"[16295, 8291, 25624, 479, 16161, 584, 650, 8292, 59965]"
Darnell Martin,"[48992, 14299, 327749, 61348]"
Andrew Bergman,"[10660, 9879, 75531, 12518, 84735, 10168]"
Stephen Sommers,"[10714, 9457, 564, 1734, 34723, 7131, 14869, 179826, 34745]"
Ray Müller,[41647]
Roger Allers,"[8587, 7484, 38580, 283161]"
Rob Minkoff,"[8587, 10137, 10996, 10756, 1729, 62046, 82703]"
Bernardo Bertolucci,"[1689, 14553, 746, 24016, 44297, 8416, 1643, 1278, 3870, 30636, 42999, 42595, 42788, 79591, 119360, 49456]"
Chuck Russell,"[854, 9268, 10072, 10391, 9599, 9334, 332411]"
Alan Rudolph,"[23333, 26941, 30815, 12479, 31610, 42010, 41971, 65300, 21024, 26195, 32035, 42086, 47237, 115565, 86241, 31694, 84207, 69722]"
Ben Stiller,"[2788, 9894, 9398, 7446, 116745, 329833]"
Donald Petrie,"[11011, 50463, 11112, 9849, 11520, 1493, 11191, 9919, 24073, 16784, 10025, 23049]"
Robert Allan Ackerman,"[49803, 18585, 158928]"
Curtis Hanson,"[8987, 2118, 39074, 11087, 11004, 33676, 65, 24249, 11931, 1950, 65034, 82684]"
Jan de Bont,"[1637, 664, 1639, 11618, 1996]"
Ron Underwood,"[15128, 9822, 12187, 1406, 11692, 9362, 17952, 24446, 81438, 26847, 42673]"
James Cameron,"[36955, 280, 2756, 679, 218, 597, 31646, 24982, 22559, 19995, 76600, 65595]"
Luis Mandoki,"[10449, 10207, 5852, 9039, 44968, 41003, 20941, 191550, 142487]"
Damian Harris,"[40480, 41944, 5247, 28455, 16867]"
Suri Krishnamma,"[52038, 122796, 165569, 221343]"
Jefery Levy,[29444]
Keenen Ivory Wayans,"[26352, 4247, 17006, 4248, 12153, 9072]"
Robert Lee King,"[39953, 27723]"
Brian Sloan,"[39953, 19797, 287811]"
Raoul O'Connell,[39953]
Yves Angelo,[41580]
Russ Meyer,"[315, 5722, 5725, 5651, 5741, 5726, 5721, 5719, 5646, 5157, 5742, 5747, 5744, 5648, 5748]"
Doug McHenry,"[22067, 16096]"
Dave Borthwick,"[18242, 24432, 16455]"
Steven E. de Souza,"[11667, 68572]"
Wallace Wolodarsky,"[32502, 6020, 32298]"
Michael A. Nickles,"[267188, 39773, 84907]"
Paul Warner,[28732]
Vincent Robert,[75555]
Theodore Thomas,"[42981, 48471]"
Lucas Platt,"[278939, 209802]"
Ross Kagan Marks,"[291731, 72483]"
Paul Williams,"[226229, 116764]"
Robert Wuhl,[203119]
Roberto Sneider,"[172923, 264418, 16382]"
Jack Baxter,[316098]
Jefri Aalmuhammed,[316098]
Andrew Morahan,"[8011, 19139, 20227]"
Michael Corrente,"[171857, 31546, 14578, 72087, 13072, 79465]"
John G. Avildsen,"[18069, 1366, 1375, 1885, 8856, 10495, 26355, 14621, 31603, 46691, 19507, 13823, 38714, 10908, 133781, 5686, 39211]"
Jeff Pollack,"[19092, 21915, 39964]"
Thomas Schlamme,"[38129, 10442, 39197]"
Michael Lehmann,"[13595, 8866, 2640, 47881, 2752, 9292, 76516, 1257, 13021]"
Paul Michael Glaser,"[46094, 11511, 16562, 33762, 865]"
Jonathan Kaplan,"[11853, 17707, 66599, 17494, 10868, 59585, 18410, 23957, 34599, 42711, 42267, 108716, 85966, 22121]"
Whit Stillman,"[16771, 16980, 15389, 82533, 296360]"
Bill Forsyth,"[46924, 11235, 65501, 69828, 21764, 30278, 26771, 29108]"
John Landis,"[306, 16299, 525, 814, 11568, 8388, 1621, 8469, 11598, 5709, 9602, 11890, 11338, 15301, 9080, 27381, 26766, 26765, 50204, 92060]"
Caroline Thompson,"[14522, 15170, 32593]"
Stephen Hopkins,"[178, 6, 10586, 2157, 10160, 169, 10562, 10609, 1683, 45739, 71461, 323677]"
Tony Richardson,"[57834, 5769, 18929, 11308, 42193, 22023, 38978, 16103, 16303, 38729, 69234, 3554, 25062, 50011, 36457, 42605, 69234]"
Jennifer Chambers Lynch,"[18215, 10900, 116979, 47655]"
Robert De Niro,"[1607, 1247]"
Adam Resnick,[26391]
John Whitesell,"[117553, 39180, 13411, 11565, 9969, 38322, 119738]"
Brian De Palma,"[6075, 954, 7340, 8688, 117, 9586, 2067, 12611, 111, 4780, 10142, 27327, 11033, 11644, 9280, 11507, 13937, 42589, 89417, 22307, 73604, 9676, 31659, 11600, 109099, 64936, 74137, 6984, 98048]"
Paul Weiland,"[11310, 65889, 24828, 10761, 31082, 194113]"
Mick Jackson,"[18658, 10357, 2107, 619, 86763, 26133, 23855, 28730, 17835, 14772, 46725, 33602, 402298]"
Steve Barron,"[9612, 18975, 1498, 118052, 19596, 7096, 19962, 83191, 38280, 55534, 18098]"
Richard Rush,"[2124, 42160, 33642, 63100, 20802, 42650, 42588]"
Michael Ritchie,"[26261, 35233, 21711, 17834, 9749, 14628, 10136, 62127, 4988, 23752, 27059, 23479, 7988, 28466, 21515, 29355, 42264, 19143, 67595, 27292, 33166]"
Gregg Champion,"[19176, 24731, 45792, 58591, 57680, 254065, 40836, 159550]"
Marco Brambilla,"[9739, 26180, 12224, 208478]"
Bruce Brown,"[24257, 29251, 21]"
Carl Reiner,"[26141, 25796, 6471, 9442, 11591, 19357, 24032, 42569, 108553, 14671, 10631, 84839, 47901, 42693]"
Chen Kaige,"[10997, 47694, 10387, 18385, 14365, 41783, 2008, 23676, 36108, 92990, 148597, 55741, 345235]"
Peter Weir,"[10443, 207, 9281, 37165, 11020, 11120, 11541, 72277, 11646, 12157, 8619, 62761, 49009]"
Alek Keshishian,"[16297, 10174, 6641]"
Steve Kloves,"[18551, 10875]"
John Irvin,"[25440, 41007, 18420, 123047, 27418, 20681, 24634, 2099, 140207, 10652, 28943, 1589, 13935, 8368, 57047, 25707, 63039, 61950, 149926, 315955, 30840]"
Simon Wincer,"[1634, 22317, 27281, 9826, 2453, 9290, 42418, 16248, 9588, 36527, 79785, 67636, 37348, 35381, 86283, 77716, 181574]"
Boaz Yakin,"[13815, 44308, 10637, 14926, 72387, 30302, 272878]"
Rose Troche,"[18620, 40694, 24186]"
Bruce Beresford,"[41006, 46063, 77223, 403, 42121, 48259, 10398, 13783, 39473, 56934, 17819, 41784, 21868, 42040, 24241, 1441, 180576, 123772, 25832, 33870, 98545, 24084, 14630, 24085, 38920, 400174, 374461]"
Sidney Lumet,"[4916, 389, 46027, 61337, 45712, 31924, 24226, 968, 10774, 32047, 9040, 20540, 18197, 10551, 17590, 31598, 37258, 24961, 41670, 502, 43004, 4176, 24395, 30941, 9950, 55819, 46948, 47837, 7972, 84278, 32615, 82460, 184795, 172340, 41847, 105404, 111910, 82465, 14755, 117999, 184799, 149320, 57666, 183889, 177474, 467731]"
Jim Abrahams,"[9255, 9835, 12151, 813, 12710, 8764, 9595, 31923]"
Julianna Lavin,[26271]
Christopher Monger,[10612]
Bille August,"[2259, 9311, 4415, 11174, 38960, 226594, 41764, 1874, 25460, 36108, 133783, 160139, 288585, 16039, 20661]"
Eric Meza,"[16097, 15031]"
Joel Coen,"[11934, 275, 379, 378, 115, 11368, 134, 10778, 290, 11775, 5516, 2266, 6977, 4944, 36108, 12573, 44264, 86829, 270487]"
James L. Brooks,"[106143, 2898, 11050, 12626, 2539, 42888]"
"Daniel Petrie, Jr.","[12475, 10750, 223389, 299145]"
Jim Sheridan,"[7984, 10161, 31651, 10511, 16992, 10060, 7445, 69668, 283591]"
Matty Rich,[59930]
Steven Spielberg,"[329, 424, 601, 85, 89, 578, 330, 11831, 857, 87, 873, 840, 879, 5121, 10110, 644, 11352, 180, 640, 11519, 594, 839, 15301, 74, 612, 217, 17578, 57212, 72976, 391069, 296098, 267935, 85483]"
Dominic Sena,"[10909, 9679, 9705, 22787, 23047]"
Roger Avary,"[507, 1809]"
Daniel Petrie,"[29918, 11285, 29478, 58434, 23668, 46925, 79615, 98864, 27138, 49354, 103648, 5002, 84450, 104041, 273167, 71445]"
James Lapine,"[42580, 17990, 23378, 238478]"
Paul Hogan,[22317]
Greg Coote,[22317]
David Cronenberg,"[1413, 884, 11336, 9426, 9540, 1946, 9538, 9613, 28942, 837, 29437, 2742, 27429, 59, 2252, 36108, 48231, 49014, 157851, 33691, 27371]"
Stuart Baird,"[2320, 11808, 201]"
Nagisa Ōshima,"[5879, 49096, 11948, 104193, 88527, 98193, 94466, 42720, 104343, 104744, 72026, 77124, 48515, 108512, 100461, 111718]"
Tom Noonan,[83718]
Anthony Minghella,"[31911, 409, 1213, 18317, 2289, 1253]"
Mike Leigh,"[21450, 11159, 49462, 46435, 12454, 11109, 36843, 122271, 10503, 47870, 57978, 23999, 61120, 44009, 187569, 245700, 265640, 49455]"
Michael Tolkin,"[41588, 1411]"
Sally Potter,"[9300, 34838, 29572, 25312, 26738, 121872]"
Jonathan Demme,"[9800, 274, 62695, 2321, 39437, 24128, 85325, 38772, 11300, 39775, 13440, 18446, 42015, 14462, 37918, 15675, 78527, 14976, 209802, 105978, 89602, 86209, 268536, 275601, 284258, 37923, 134743, 408619]"
Jane Campion,"[713, 36758, 13787, 65015, 2891, 10944, 36108, 29963]"
Stuart Orme,"[25557, 3003]"
Mel Smith,"[22588, 1281, 24077, 10034, 15443]"
Penny Marshall,"[11858, 21539, 10945, 2280, 11005, 11287, 11091]"
Philip Kaufman,"[7007, 9549, 10644, 10876, 233, 11850, 13572, 17993, 111839, 27349]"
Alan Parker,"[10467, 12104, 8818, 11663, 59820, 10397, 11296, 11327, 635, 1632, 3537, 52772, 11615, 8446]"
Fred Dekker,"[5550, 15762, 13509]"
Peter Medak,"[2088, 30892, 10216, 19317, 13550, 51049, 21344, 64167, 141640, 148636, 93263, 106618]"
Geoffrey Wright,"[10412, 12619, 13775, 1481]"
Victor Nunez,"[47889, 55306, 123182]"
Tim Hunter,"[56583, 27332, 21309, 9636, 57683]"
Cyril Collard,[41878]
Steven Zaillian,"[14291, 9422, 1717]"
Chris Menges,"[103413, 30964, 70423, 41949]"
John Waters,"[11592, 11855, 692, 11054, 14195, 14267, 14269, 14262, 13702, 9768, 30645, 25625]"
Russell Mulcahy,"[8850, 8009, 24206, 8010, 2047, 35583, 7737, 9546, 30944, 25950, 26178, 21634, 13486, 66892, 28019, 15056, 30762, 39824, 86970]"
Richard Attenborough,"[10445, 783, 26949, 12506, 1816, 10435, 5902, 34193, 21335, 66775, 13957]"
Gillies MacKinnon,"[43535, 42758, 10209, 49798, 41774, 49814, 18072, 277846, 124857]"
Steve Rash,"[13203, 11107, 49792, 24153, 47941, 19489, 12919, 26014, 8274, 11211, 20618, 106135, 15261, 34765]"
Rowdy Herrington,"[11074, 10135, 16219, 41959, 17263, 24747, 36430]"
Arthur Joffé,[33367]
Annabel Jankel,"[9607, 9748, 17046]"
Rocky Morton,"[9607, 9748]"
Deran Sarafian,"[9057, 17466, 52318, 106968]"
François Girard,"[20967, 14283, 14753, 286519]"
Andrew Fleming,"[10635, 9100, 16406, 59797, 5146, 14043, 12621, 242042]"
Henry Selick,"[9479, 10539, 23685, 14836]"
George P. Cosmatos,"[11969, 38153, 1369, 14372, 32037, 37227, 9874, 28981]"
Heywood Gould,"[41590, 71142, 291613, 144580]"
D.A. Pennebaker,"[26408, 59733, 85472, 34759, 42632, 135, 100776, 57722, 187458, 373481, 143437, 26028, 26360, 139230, 140595, 61708]"
Chris Hegedus,"[26408, 14268, 59733, 85472, 18520, 57722, 187458, 373481, 26028, 26360, 139230, 140595]"
Pixote Hunt,"[15139, 49948]"
Maurice Hunt,[15139]
Jerry Ciccoritti,"[161158, 112422, 242555, 113210, 173080, 374606]"
Jennifer Warren,[218473]
Mark Malone,"[85247, 20053]"
Todd Solondz,"[11446, 10683, 16550, 13073, 39800, 83384, 326094]"
Claude Berri,"[51980, 4480, 4481, 52366, 34840, 41930, 2882, 62570, 53179, 58833]"
Dennis Hopper,"[24405, 624, 14864, 32924, 10126, 39269, 49600]"
Guillermo del Toro,"[11655, 4961, 1433, 36586, 1487, 1417, 11253, 68726, 201085]"
Daniel Algrant,"[11800, 11458, 128073]"
Pedro Almodóvar,"[8223, 4307, 2469, 267, 4203, 99, 4499, 64, 8219, 8047, 8222, 140, 8221, 4043, 8220, 219, 8088, 63311, 144789, 332872]"
Gurinder Chadha,"[14587, 77434, 455, 57825, 2266, 9724, 12689, 42057, 429662]"
Andrew Scheinman,[31504]
Åke Sandgren,"[41653, 56314]"
Eva Sereny,[95743]
Lina Wertmüller,"[23637, 37550, 37916, 65332, 56153, 155597, 142358, 56177, 56134, 61208]"
Rémy Duchemin,[349394]
George T. Miller,"[21352, 42424, 34636, 24266, 73462, 11210, 117773, 53875, 58788, 151923, 136254]"
Ricky Tognazzi,"[68806, 63190, 59241]"
Michael Austin,[37345]
Rob Epstein,"[32562, 33138, 114524, 49671, 38568, 77805, 186279, 253639, 143322]"
Jeffrey Friedman,"[32562, 114524, 49671, 38568, 77805, 186279, 253639]"
Nanni Moretti,"[25403, 11447, 32117, 31289, 36108, 61667, 57967, 315872, 54313, 15014]"
María Luisa Bemberg,"[124304, 123763, 42085]"
Betty Thomas,"[9066, 9403, 3050, 10468, 8427, 30330, 9293, 23398]"
Ron Clements,"[812, 11970, 9994, 10144, 9016, 10198, 277834]"
John Musker,"[812, 11970, 9994, 10144, 9016, 10198, 277834]"
Kevin Costner,"[581, 9922, 2055]"
Steve Cohen,"[80350, 65497, 45431]"
David Hand,"[408, 756, 3170, 109329, 58160, 66997, 66819, 67661, 67113, 67626, 67162, 109323, 54509, 101806, 161836]"
Gary Trousdale,"[10020, 10545, 10865, 13394, 48466, 10258]"
Kirk Wise,"[10020, 10545, 10865]"
Hamilton Luske,"[10895, 11224, 29682, 12092, 756, 10340, 12230, 10693, 14906, 46929, 20343, 13757, 22752, 19715]"
Ben Sharpsteen,"[10895, 11360, 756, 53219, 66834, 66824, 67130]"
Yuri Mamin,"[41043, 75298]"
Sam Peckinpah,"[576, 10839, 994, 9584, 12239, 11577, 11942, 36206, 23330, 5927, 5916, 18449, 29715, 31604]"
C.M. Talkington,[15477]
Huang Jianxin,"[59146, 69310, 295279, 25626]"
Jean Bach,[124472]
Sam Weisman,"[30528, 10603, 11164, 8970, 14034, 13778]"
Bill Condon,"[10824, 3033, 11184, 1125, 50619, 50620, 162903, 107357, 280996, 321612]"
Stephen Poliakoff,"[261246, 53896, 35939, 43741, 65821, 132426, 219466, 59958]"
David R. Ellis,"[25059, 9358, 9759, 326, 19912, 19116, 65055]"
Gerald Potterton,"[11827, 32323]"
Kevin Yagher,[8766]
Joe Chappelle,"[8766, 10987, 9827, 10429, 26245, 8460]"
Matt Reeves,"[23570, 7191, 41402, 119450, 281338]"
Franco Zeffirelli,"[47333, 10368, 198469, 25560, 30547, 6003, 10264, 19114, 48561, 2587, 47959]"
Anna Campion,[54850]
Franco Brusati,"[51242, 75748, 198657]"
Wolfgang Reitherman,"[10112, 81310, 9078, 9325, 12230, 11319, 10882, 11886, 36540, 19715]"
Fernando Trueba,"[46029, 115810, 2470, 67297, 48336, 63498, 115821, 35411]"
Bill Couturié,"[32308, 61777]"
Werner Herzog,"[88893, 9343, 8672, 11900, 11710, 27378, 57976, 11698, 6404, 68569, 2000, 67217, 11513, 53200, 55624, 501, 10319, 23965, 8410, 51311, 9952, 23676, 12172, 46595, 62437, 99657, 11699, 44027, 89704, 59490, 162451, 140003, 77365, 100224, 48227, 212994, 102691, 79838, 157843, 340488, 45555, 113255, 36880, 139945, 360030, 97707, 360029, 27221, 45763, 172011, 146473, 45764, 128410, 121842, 207441]"
André Téchiné,"[52873, 26933, 49935, 102489, 38304, 38018, 34093, 38021, 38282, 41248, 64983, 65615, 63691, 91901, 76821, 47718, 82817, 270899, 377154]"
Mika Kaurismäki,"[340210, 88030, 61675, 60409, 103745, 33481, 148482, 223613, 58391, 214349, 42960, 128203, 29007, 88059, 329829, 365188, 350554, 44589, 134705]"
Férid Boughedir,"[44281, 121493]"
Martin Lawrence,"[28121, 20337]"
Stacy Title,"[12520, 15423, 292280]"
Gregory Hoblit,"[1592, 9411, 10559, 10592, 6145, 8090, 101125]"
Clément Virgo,"[166901, 14174, 15020]"
Bruno Barreto,"[36447, 21253, 134368, 19600, 11523, 26426, 42234, 20268, 167683, 183855]"
Paul Sabella,"[19042, 51985, 42313, 72850]"
Larry Leker,[19042]
Hal Salwen,[47449]
Jonathan R. Betuel,"[36259, 18252]"
Richard Pearce,"[41852, 26789, 42087, 51763, 12772, 241939, 24676]"
Todd Verow,"[40926, 185207, 140208, 230058]"
Jonathan Lynn,"[9099, 17770, 10377, 15196, 10411, 2069, 22309, 11131, 12778, 44147]"
Tim Sullivan,"[2021, 10845, 79771]"
Jeremiah S. Chechik,"[10988, 4104, 41841, 9320, 5825, 209406]"
Hervé Palud,[11479]
Martin Enlen,[398959]
Carlo Rola,"[287305, 307293]"
Claude Sautet,"[12652, 3426, 48150, 34145, 3423, 3427, 95197]"
Friðrik Þór Friðriksson,"[68445, 20152, 72596, 26880, 140783, 42770, 273883, 48339]"
Pen Densham,"[18989, 57744]"
Sönke Wortmann,"[10801, 159, 1611, 9503, 315335, 286]"
Park Chul-soo,"[54285, 30043]"
Rob Cohen,"[8840, 11228, 11478, 9799, 10423, 7451, 104659, 10048, 1735, 94348, 241251]"
Joseph Vilsmaier,"[278978, 11101, 890, 9524, 46636, 10129, 17008]"
Michael Verhoeven,"[124625, 11057, 4339, 87541, 366044]"
Gray Hofmeyr,[16417]
Richard Wherrett,[70934]
René Clément,"[10363, 4708, 5000, 52726, 39142, 87245, 140825, 91571, 38421, 142979, 163333, 65718, 135286]"
Anthony Hopkins,"[161070, 18633]"
Paul Mazursky,"[47502, 34014, 116014, 23111, 9941, 48249, 47762, 26520, 42448, 40881, 38731, 31913, 32599, 109259, 92323]"
Emir Kusturica,"[11902, 1075, 20123, 49934, 11044, 20128, 24553, 8908, 8269, 21042, 105287, 210365, 255160]"
Bo Widerberg,"[27098, 25699, 42692, 74746, 119769]"
Alan Mehrez,"[25087, 36692]"
Satyajit Ray,"[5801, 896, 897, 80556, 60567, 43031, 822, 35790, 35867, 113012, 166204, 138030, 197562, 42092, 41781, 112999, 198567, 43027, 45940, 165432, 206789, 94798, 42498, 164990]"
Jim Mallon,"[3065, 99424]"
Joe Pytka,"[2300, 19118]"
Roger Vadim,"[8069, 41225, 61651, 8420, 69321, 85620, 66967, 72898, 43102, 63876, 277296, 92180]"
Catherine Cyran,"[288173, 15590, 41831, 20036, 26987, 68732]"
Brett Piper,"[187851, 31647, 128866]"
George Hickenlooper,"[27768, 15720, 61487, 4539, 12271, 45324]"
Jean-Luc Godard,"[8072, 104931, 8074, 266, 111367, 50785, 269, 52717, 8073, 32692, 1626, 2786, 8075, 31522, 26347, 52705, 50789, 32689, 4710, 113479, 1629, 29369, 51808, 52710, 8071, 25832, 32720, 52713, 40652, 79591, 54083, 50012, 32691, 59045, 112823, 39239, 26298, 61415, 65612, 114982, 103613, 44461, 45948, 78572, 72898, 49456, 143437, 51205, 113629, 36140]"
Bertrand Tavernier,"[35797, 3418, 70443, 32273, 41936, 14670, 8425, 13975, 121895, 46334, 39967, 57695, 38414, 209355, 38080, 1998]"
Gordon Willis,[83857]
Randal Kleiser,"[33245, 621, 10122, 11158, 84116, 5689, 30502, 12227, 19415, 86959, 27902, 44507, 9878]"
Michael Blakemore,"[124460, 83562]"
Margarethe von Trotta,"[105045, 105045, 42142, 4762, 6317, 55562, 50722, 121873]"
Norberto Barba,[29621]
Eli Cohen,[117730]
Robert Mandel,"[20762, 9873, 57240, 14684, 98303, 49396, 25320, 57204]"
Pat Verducci,[37144]
Michael Winterbottom,"[48260, 25147, 14905, 49474, 32640, 44853, 2750, 36791, 2577, 27, 8435, 7872, 1988, 35113, 12408, 41116, 37414, 63578, 85542, 158914, 242088, 333346, 254024, 127363, 426264]"
Steven Baigelman,[12656]
